gene,HP22068_G11,HP22068_G2,HP22095_G11,HP22095_G2,HP22182_G11,HP22182_G2
CERS2,994.9377601,1686.895628,2347.941878,1907.933387,3000.213589,1718.270125
AL590133.2,1.407259125,0,5,5,0,1.786541738
ANXA9,62.3844115,78,55.86057099,59.54820071,53.95913934,52.39612065
MINDY1,306.6036424,390.2626118,1045.478181,492.1980187,760.2157064,403.1198183
PRUNE1,318.5456776,438.7184261,1036.945952,638.287684,763.2302273,594.9415351
BNIPL,17,4.875526449,95.75813661,12.7727662,19.95585605,8.68344249
C1orf56,450.2837654,448.1374835,753.8064596,493.95721,901.7504645,446.9273086
CDC42SE1,680.8281549,968.6136695,1579.404285,1108.880956,2189.368421,1310.136298
MLLT11,401.0091414,580.9539966,1407.102643,857.334125,1972.442564,884.8655617
GABPB2,276.4344481,415.156715,927.07174,305.0643173,747.2693887,598.426339
SEMA6C,14.43938656,38.48270622,33.14399709,18.08447,55.04680783,43
TNFAIP8L2,24.0184896,14,23.86277179,20.30229711,46,19
SCNM1,450.9339025,672.2771486,787.4346428,598.7526852,1309.515426,851.5032053
LYSMD1,36.44055549,57.40803634,123.2198467,79.92381533,55.38934892,117.9399399
VPS72,482.8467512,849.3480902,1258.19229,751.7470399,1381.427618,902.5318329
PIP5K1A,382.863181,437.8235652,2297.101733,356.8519557,824.7156823,647.9120949
PSMD4,1761.827218,2686.360487,3528.887276,2809.748883,5190.810452,3328.488561
ZNF687-AS1,41.18098977,37.64173375,73.48540472,73.33196979,104.4694184,95.37312124
ZNF687,108.0205678,151.5992302,215.9258755,137.0150038,327.6534954,238.1716114
PI4KB,407.6611056,596.3910243,1312.161785,547.6638399,1115.13306,677.0663148
RFX5,69.13802952,123.1163612,178.5174452,83.24740181,181.6069727,118.3118818
AL391069.1,7,5,3,2,0,7
AL391069.2,12.11113689,21.91929358,35.0328239,26.03295414,47.29466842,30
SELENBP1,204.8854718,258.6832773,208.8747391,140.469326,357.557726,220.8243074
PSMB4,2516.472017,4174.155176,5111.627204,3866.207511,6506.555291,4183.918411
POGZ,909.9832817,1074.660159,3843.080221,1059.987758,1620.033582,1750.171499
CGN,263.5430386,301.8803805,495.9766702,272.3990009,239.7373004,225.9324039
TUFT1,122.0112661,189.1780904,292.3460456,177.9819987,398.9596015,336.0914156
AL365436.2,58,76.9849888,55,63.73830371,264.4144121,128.7576902
SNX27,566.4669432,964.7639168,1718.841409,887.5125948,2081.46772,1560.739614
AL391335.1,15.69176951,18,20.26295214,5.821601003,14,21.86758941
CELF3,644.7602496,1119.271399,1805.942487,1457.053959,1236.578727,961.1872764
AL589765.1,2,0,46.22644468,3,2,0
RIIAD1,479.5795037,816.1343106,1536.591588,1079.676163,1009.187727,553.9830635
AL589765.7,2.982997855,9.603900069,26.77653346,20,11.21852074,6.697307594
MRPL9,728.381331,1140.911268,1690.836861,1434.25922,2166.438781,1368.55315
OAZ3,163.4573187,188.1356641,203.587158,160.5312843,235.6049273,150.8383024
AL589765.4,3,5,15,0,3,2
AL589765.5,4,2,2,0,3,5
TDRKH,67.2523896,139.0531556,221.4671288,102.7579029,233.0082856,207.2864751
TDRKH-AS1,39.72619005,41.59749342,74.97961303,68,77.7946983,48.1997092
AL589765.6,6,11,8,3,7,8.543406578
LINGO4,14,18.385014,69.06469815,30.38645274,25.89821521,10.94648068
RORC,266.5731201,461.5769782,626.2299226,554.3835091,755.4736452,623.3088817
C2CD4D,21,27.67256913,37,20,63.13825862,27.91942934
THEM4,361.2401326,540.5574374,1030.924514,628.4569814,975.8062228,683.6626416
AL450992.2,12,21,135.6534838,17,15,12.82371438
S100A10,7307.618911,14021.57792,7412.00606,11174.90171,16462.53565,13441.3335
S100A11,17287.16282,25874.09814,21642.98529,23919.18163,34329.80918,26346.97875
TCHH,16.64393778,43,44.17378931,38.65522454,42.79130176,51.17845011
FLG-AS1,91.76808775,74.2472549,1864.276045,84.56352268,132.8793614,117.9977915
AL589986.2,5,4,8,3.537661807,8,4
HRNR,86.74185456,74.66358693,99.04767139,62.31320895,12.24432456,83.40323737
FLG,32.80142332,24.3162127,74.13661623,7.344272563,4.306097383,7.10842902
FLG2,113.7230087,67.75346314,50.38850856,23.73343668,21.33084168,64.01983339
CRCT1,79.71986835,149.26081,25,37.52795862,0,0
LINC01527,2,2,0,4,0,5
SPRR3,2,4,2,19.18761716,0,0
SPRR2A,45.46681762,45.19746947,1.882562113,7.489405641,0,0
PGLYRP4,2,3,2,0,4,0
S100A9,128.9253174,157.46013,54.75951563,477.3827447,55.56906086,793.4852577
S100A8,19.89669537,26.16743164,0,38.36294237,0,0
S100A6,24071.0234,44357.89553,33232.76415,33014.79836,49301.58283,33315.25255
S100A4,268.8990544,241.1108866,195.7723399,400.0238046,1287.461379,580.7593543
S100A3,28,34.59878272,25.81916267,21.83467322,141.29837,81.38008784
S100A2,65.13162065,249.339069,66.41153342,2602.24534,70.20654017,2295.779004
BX470102.2,4,5,17,8,8,3.912787117
S100A16,637.3329196,1027.137284,707.7560427,1139.439891,2846.909687,1921.19253
S100A14,319.2733371,539.8006707,79.37812027,204.6060545,612.8253853,631.0429956
S100A13,761.2811159,1037.870364,1490.543759,1407.797589,2556.091433,1204.883417
S100A1,5,23.40604196,6.964183827,13.00873158,53,44.12359405
AL162258.2,15,13,50.17113899,41,54,35
CHTOP,906.1790138,1264.496999,1788.982187,1343.863291,1991.398762,1469.132136
SNAPIN,537.4510034,820.0888039,1220.395298,1027.580001,1616.637322,901.1693344
ILF2,1484.807661,2332.705796,3782.920006,2930.545333,4925.235749,2963.332949
NPR1,25,26,54.52618935,28,54.98839147,27
INTS3,346.136945,514.6215093,793.9442662,414.7699518,885.8191034,662.5995185
SLC27A3,206.9686276,279.7201174,271.0118663,205.4381975,314.5085052,231.1228195
GATAD2B,399.9588796,459.6126437,2682.319696,485.2581427,1100.579431,846.1930869
AL358472.5,23,20,67.30712936,49,91.15014843,70.22663246
DENND4B,252.2231992,330.5650616,524.7517811,300.0399578,418.2231977,370.020076
CRTC2,101.7251732,224.3870581,283.5788896,220.7856032,272.8027345,185.7522439
SLC39A1,912.7094059,1572.930619,2115.866693,1686.703401,3336.162887,2094.498284
AL358472.4,18.00275405,27.01473516,78.86536712,42.16647373,118.6432484,75.50791635
AL358472.3,23,26,30,21,28.00260555,23.32638815
CREB3L4,90.68593283,122.7828261,158.2400559,110.9581642,204.1626551,221.839095
JTB,4343.609912,6892.397496,12634.65314,9474.839034,15199.65744,8510.738319
AL358472.2,24.99253262,48.79735822,61.16010584,42.2222814,76.23488296,44.63836085
RAB13,2292.01015,4171.300773,5288.995169,4624.505722,8591.154521,5386.86425
RPS27,38235.67014,61165.43169,76526.7441,54042.01829,131519.2949,96120.50959
NUP210L,12.02998799,9.968778829,204.70699,4,6,23
TPM3,4410.336473,6870.971983,9333.572184,10249.67296,17051.76129,12959.04312
C1orf189,1,5,8.594029871,0,16,5
C1orf43,2225.468863,4253.2071,6968.903597,6065.022733,9101.392765,5523.748994
UBAP2L,840.2619039,1235.124153,2841.105906,1583.700327,2747.308707,1914.683148
HAX1,2493.341669,3967.393458,6345.092688,5507.088351,9044.130412,4577.716688
AQP10,27,30.1197783,17.64162522,27,24,18
ATP8B2,239.2229978,313.391198,773.5415863,474.9488225,543.5027259,486.8617906
IL6R-AS1,33,51.40518872,61.9196572,44.36972238,109.6509187,86.6932278
IL6R,599.5885038,1050.704555,1978.429421,936.0962821,1734.624089,1701.534718
SHE,17,19.89945347,52.15190555,32,146.507573,59.75807328
UBE2Q1,788.2125294,1492.79068,1919.908384,1452.660849,2890.260878,2034.629785
AL592078.2,71.45841596,111.7475254,121.7911937,123.9969011,225.2763976,148.1345562
CHRNB2,81.77847653,162.3261829,166.7139473,106.1117162,232.6381938,185.8678348
ADAR,1508.04365,2066.394043,3058.280273,2405.908278,4474.509692,3426.046431
KCNN3,94.11327811,135.8197462,381.2701936,111.2975462,365.325941,162.3226088
PMVK,1925.922478,3321.46169,4976.446514,3501.034518,6362.282036,3396.091306
AL451085.1,17,13,16.52718095,14.27540143,48.93480153,38
PBXIP1,486.1267388,663.1914663,632.2147331,544.2908056,1302.248967,1051.668801
PYGO2,176.9597231,296.7237912,385.035734,269.4989378,551.3968428,419.3994387
AL451085.2,121.5587211,153.9646817,272.3330097,212.9405345,371.7264363,205.2828482
SHC1,379.696128,480.8927656,593.6054223,434.9793236,1036.523819,801.8204159
CKS1B,661.4826782,1148.829882,1316.035536,1164.763052,1806.715382,1244.77542
FLAD1,239.6620237,464.7955586,652.1665877,454.0008742,749.8871468,430.6307042
ZBTB7B,129.6005677,267.3873464,242.3235409,180.2465833,364.0418746,252.1420754
DCST1-AS1,7,19,18.91581277,12.45218316,13.53559152,6.275437761
ADAM15,183.4852207,270.5409252,360.5079146,218.652065,582.9646717,335.3204282
EFNA4,76.00165018,97.63612267,66.36441543,91.14119519,168.0246632,150.0996193
EFNA3,42,77.14332011,57.60414142,99.58002598,147,89.5843062
EFNA1,350.0547376,613.4805099,667.0049226,593.6474374,1992.290867,1142.676097
SLC50A1,609.1959412,948.9234675,1575.271184,1164.029302,1799.797813,1196.835109
DPM3,4275.484858,6034.753835,11315.71863,8297.952574,11418.44497,7279.322384
KRTCAP2,9280.410615,14400.10031,26254.16766,19136.86291,26557.87541,14434.67314
TRIM46,108.2326741,137.1208151,301.0242142,94.06342196,125.5390237,109.4791387
MUC1,3106.877616,2560.763735,1973.751345,1262.746027,678.874875,1408.435921
AC234582.1,28.85785798,40.19653808,109.6420035,51.33470245,87.52459678,39.96880971
THBS3,67.41212728,91.91036934,79.82866315,64.51477545,44.93506896,88.43557577
MTX1,598.9215217,1001.098051,1215.61626,962.3814795,1891.045632,1210.754397
GBA,436.5620038,766.1474945,1555.845027,795.2061384,1877.683164,934.3722317
FAM189B,197.9656152,314.2440064,441.433815,268.1467527,468.2879934,343.6876197
SCAMP3,756.8418208,1134.192293,2119.227842,1173.670083,1974.991451,1124.514992
CLK2,289.1193957,303.4006299,590.1630746,404.4011668,331.7628062,376.2283935
HCN3,112.6526999,155.0488575,352.9375722,218.1303228,167.5149362,154.6687037
PKLR,23.38657266,8.258846206,8.919188265,9.507396976,1.456002477,5.066655914
FDPS,1836.588276,2658.568254,4148.723182,2362.857112,6303.060786,4123.511361
RUSC1-AS1,49.68532757,42.18284276,64.47019266,55,59.40835979,43.15522244
RUSC1,515.4198766,763.6717554,1102.29492,761.7213689,1089.26169,898.3791761
ASH1L,2525.414384,3024.86654,10633.87454,3573.804173,6504.699854,5372.331185
ASH1L-IT1,8,6,5,2.703286738,7,7
ASH1L-AS1,128.5558409,149.2816087,191.0154814,237.1422559,404.7316771,268.5368117
MSTO1,142.1192275,175.0773074,217.6370984,230.4531781,368.5182929,256.7200709
AL353807.5,11,6.622952944,7.536628579,13.87814897,12,13.963981
YY1AP1,395.8774834,639.2465489,1924.658921,689.4988667,1118.4225,904.2144425
DAP3,902.8554114,1328.161227,2748.114494,1504.375877,2860.063281,2061.950629
GON4L,709.0420965,996.4962826,1934.130161,1004.403772,1686.569637,1299.667674
SYT11,715.2549361,1271.277509,1523.707835,1065.734353,2464.450555,1850.081809
RIT1,429.207613,729.2605968,986.3788644,835.1618247,1968.879215,1486.987897
KHDC4,468.8030077,585.4094961,1279.692922,465.0884151,876.6354998,830.2220003
ARHGEF2,129.5007009,156.5839627,146.330462,131.3066518,355.1728691,346.9328052
AL355388.2,7,0,0.946282519,0,3.364651032,3.194207037
SSR2,4573.272972,7529.444318,14510.58452,12198.75698,15552.57729,10180.17484
UBQLN4,151.2957873,162.0188093,338.8007966,141.4023612,314.3075353,174.1249119
LAMTOR2,2081.400793,3220.624362,3848.532293,3268.563472,5098.831642,2980.33501
RAB25,1381.952915,2097.617504,2769.249025,2206.257883,2737.825419,2001.333792
MEX3A,70.6683399,102.7575894,85.43797203,99.76882879,153.6058522,82.48644576
LMNA,2196.433202,3584.06733,4633.507604,2615.404428,8172.486984,4906.351214
SEMA4A,24,18.0316893,5.530973294,9.970925923,30,17.1549746
SLC25A44,145.9215569,249.9757269,375.9615216,212.0005983,344.5880868,288.8352775
PMF1,992.1260617,1684.56558,2579.281948,1399.575048,2384.591022,1391.296877
BGLAP,163.1027068,379.2430303,532.1727819,371.4169046,556.2785958,338.8300334
PAQR6,89.82455264,125.1958837,108.8944572,72.51326012,35,31
SMG5,275.5599356,423.3990162,977.9248017,292.6651713,680.3682812,539.8515718
TMEM79,37.14159958,57.16377662,124.5619953,46.62072595,86.7102267,65.66972278
GLMP,654.6001006,1072.607793,1794.139729,1248.3977,2048.069507,1143.915802
CCT3,3760.339932,5784.892314,9585.532053,6783.202146,15414.50935,8333.380512
TSACC,30.72005251,30.05470313,70.23045882,35,71,32.4390265
RHBG,2,5,2,0,0,2
C1orf61,9,11.35968963,16.01854044,1.698047458,39,26
MEF2D,326.2551998,444.3851111,1017.511099,518.2378867,804.1960845,699.4191194
IQGAP3,6,2.187080841,9.684255696,8.69385352,8,5.808029314
NAXE,1880.064759,2832.606655,5312.699343,3410.996297,5029.563955,2505.836354
GPATCH4,732.6307001,890.8444949,1604.744812,1099.825091,2288.498157,1382.655436
AL365181.2,2,0,0,2,2,1
BCAN,0.088847396,0.250105694,8,5,10,10
AL365181.3,3,4.481825151,5.533976443,6,0,7
NES,203.6516003,293.56528,482.766411,469.6310756,1226.722318,641.6063925
CRABP2,189.686447,339.2622161,229.866689,312.2807441,379.2624138,285.7400372
ISG20L2,332.648738,516.2506656,746.0578633,557.9117346,898.9250573,750.5220762
RRNAD1,219.2263956,412.8550115,675.9770743,373.1852724,832.9748948,459.7136113
MRPL24,912.6289865,1288.291545,1882.054434,1009.751812,2172.682734,1161.865722
HDGF,1366.720429,1923.287242,2918.329558,2242.834634,4464.509401,2880.920671
PRCC,407.5584791,576.4321423,955.4043933,476.3803611,971.6083189,727.1972438
SH2D2A,7,13.67708283,33,22,34.7427169,24
NTRK1,6,4,11.72937169,7.087970257,10,7
INSRR,3,5,18,3,8,9
PEAR1,26,34,59.70342264,60,100.1517208,79.10800717
ARHGEF11,219.6811916,273.5729696,1622.073011,226.1751145,401.9928821,297.9834127
ETV3,156.8987807,225.1636636,455.0862276,182.0655803,466.7947204,344.7001417
KIRREL1,100.0223952,99.3213126,246.4892389,104.7302041,182.4428973,165.8745501
CD1D,33.84357694,43.17320329,74.32354036,55.56094553,59.10838735,26.28641486
CD1C,4,0,0,15,5.869505606,8
OR10K1,3.492020129,6,3,3,2,3
MNDA,24.16833861,16,24.01727957,36.08194569,59.86950561,36.43556359
PYHIN1,3,0,1.423101849,0,6,0
IFI16,623.5327764,711.6019544,769.6976567,733.088879,2569.80782,2542.649619
CADM3,2.110174858,3.828529682,0,0,14.0072084,15.92042871
FCER1A,11,6,3.986691819,29.76743237,4,0
APCS,234.2711011,162.8083992,146.5945758,315.2515151,160.5278894,250.7025247
CRP,556.5878298,466.6020185,566.11292,1262.559723,1088.980791,533.8734694
DUSP23,1121.57201,1637.431852,2495.919506,2092.747751,3670.879499,2059.016979
SLAMF8,18,17,16.75215995,30.20318417,26.40090501,24.06871648
AL590560.2,3,1.973477344,4.903154294,6,8,7
VSIG8,13,11,8.141773762,30,44.10552202,39
AL590560.3,71.69923679,61.2771872,156.1871454,109.6469556,37,56
CFAP45,5,6.94689476,16.02627858,6.591980786,20,16.92936422
TAGLN2,6253.696206,9656.926845,9592.400257,7624.448366,17590.73457,10853.24234
IGSF9,30.29742474,30.85861533,17,16.71314008,17,37.5352408
LINC01133,11,16.35122463,16.77743987,52.55115651,9.238472912,63.69136726
KCNJ10,7,5,10,2.423006094,3,7.550291029
PIGM,342.2302352,495.4621225,723.0352469,511.1786249,1008.429892,559.6948189
IGSF8,332.2517826,511.8648863,616.317925,521.542851,1034.638636,607.2967171
ATP1A2,5.889439243,0,3,0,6.33544142,7
AL121987.2,4,7,27,3,22,4.102887409
PEA15,567.564612,908.7983427,1069.769647,899.7780293,2220.432587,1542.242584
DCAF8,710.1632397,972.6461304,1950.366636,1067.359636,1675.752154,1145.830532
AL139011.1,17.12099122,41.09714619,34.65270741,36,43.8497721,59.28085267
PEX19,281.158834,491.2839746,633.9369343,469.5569728,1115.585443,576.2870722
COPA,1504.058424,2176.557479,5519.231768,2709.116745,5120.909514,3694.97767
NCSTN,516.4436749,879.5444264,1672.973068,997.0325254,1441.010894,971.6094515
NHLH1,6,5,10,5,14,7
VANGL2,33.44207213,43.15609973,38,22.01379706,52.95175148,50.64211205
AL138930.1,4,6,13.38536692,2,0,2
CD84,78,61,62.57305141,84.4163368,147.294688,76.87359836
CD48,40.6936812,40.61775717,87.72736124,112.7931343,114.8318783,106.2701873
SLAMF7,53,51.98854248,63.03089236,50.68515153,147.2471033,142.655725
LY9,3,0,0,5,3,3.878619791
CD244,6,4,10.22909689,10.78850416,6.869505606,0
ITLN1,14.56222775,12,2,1,0,0
F11R,866.756628,1233.425717,1503.071085,1172.549553,2152.468425,1809.038299
TSTD1,3707.87142,5832.202231,8070.005094,6447.543655,10612.3308,5786.28321
USF1,72.27595848,71.80102987,182.2656478,77.82740918,424.0362464,226.4068971
ARHGAP30,29.35988274,29.84104243,40.28130326,21.12247866,99.30023857,68.09142891
NECTIN4,121.2258201,115.5325491,64.65856964,114.6093511,66.82601392,167.9044844
KLHDC9,215.1064495,277.8130532,333.3645124,269.2692191,545.145353,306.4198111
PFDN2,2851.543335,5332.49606,7265.918371,6310.950444,10875.93775,6826.753146
NIT1,377.673073,481.0343581,755.9762917,497.1781355,831.6074711,597.1978388
DEDD,189.8316211,250.4179195,433.6825745,254.0924629,549.6222403,303.4524181
UFC1,2948.821819,5016.199368,8957.12575,7087.856163,9954.375193,5876.174793
AL590714.1,8,12.01338083,22.68432311,16.9286338,22.20272748,18
USP21,52.54638142,93.028559,145.7261697,100.3388937,110.9571627,64.96273922
PPOX,157.5394723,206.7290771,191.9405332,96.83903357,267.3143755,201.7777466
B4GALT3,303.8383583,606.7808022,867.505613,783.0669218,1162.408859,735.5581878
ADAMTS4,47.67700094,65.34095098,229.0035841,176.8179587,422.4371768,183.4057772
NDUFS2,1531.216705,2370.361859,3046.711733,2276.418663,4413.367754,2946.241005
FCER1G,844.1125728,664.1457584,1483.516294,1501.882018,2291.946726,1540.515107
TOMM40L,47.35097347,63.08863702,84.80637172,56.45705562,118.5000742,80.00376267
NR1I3,3,0,11,5,4,0
MPZ,8.431352614,18.10769723,17.21944509,30,55,31.13587695
SDHC,1746.844275,2795.370282,4627.240472,3272.254657,5608.504186,3409.432506
CFAP126,19,30.1714678,13.87666301,11.99817232,58.71499827,41.20246341
AL592295.4,4,4,50.96524052,6,21,4.944694076
AL592295.5,63,58.84659636,75.67144207,16.04103532,159.8980914,99.73922773
FCGR2A,315.8756258,431.8114837,451.3435046,354.8232978,407.7968753,174.6534914
HSPA6,1053.570037,1760.592357,699.928938,2438.560825,1544.315228,4104.063698
FCGR3A,31.52562832,55,15.59322281,32.65512468,75.63353999,55.8751575
FCGR2B,38.87347129,27,44.50431989,93.2881797,146.4748132,103.8932062
FCRLA,3,5,4.438769201,2.906091129,10.21117255,14
FCRLB,16.05859142,33,42,31.70829325,102,45.8843392
DUSP12,273.8306651,484.7426091,687.2005913,584.5122961,802.3077726,605.3035284
ATF6,923.4373812,1331.990052,4360.52728,1631.55201,3070.586463,2257.971167
OLFML2B,73.67933821,95.73063776,71.63697688,64.64682762,249.0999958,180.1930351
NOS1AP,35.62974311,28.1666567,319.9352848,19.09120122,62.76120129,75.80970545
C1orf226,16,23,18.23351876,12.09680762,29.11330507,17
UHMK1,839.258663,1471.322177,1902.489572,1356.977036,3035.734443,2345.023761
AL596325.1,3,0,0,0,4,8
UAP1,429.5640261,791.0254828,1193.670683,1027.029379,1518.757996,1195.42288
AL596325.2,3,3,9,5,6,5
DDR2,305.3254614,284.9335651,371.5515794,219.232427,512.1135431,563.9473318
HSD17B7,355.4576139,533.2820301,811.8217335,596.7881253,892.2726084,704.4532885
CCDC190,4,4,0,0,4,3
RGS4,2834.100918,6146.446398,11014.1813,8350.320447,9479.538818,6612.873419
RGS5,343.4306072,287.3501371,1972.880375,1152.022016,3344.759794,1535.953934
AL499616.1,8,7,66.18293614,5,5,3
AL592435.1,45.35772613,89.22110763,102.8330322,55.23375791,133.3779377,146.2989791
NUF2,36.25940256,45.02684988,288.7953035,67.25413695,97.38572627,59.62325944
PBX1,1102.572665,1461.550437,6886.15317,1388.571428,2477.104833,1749.578096
AL391001.1,12.89550273,4.057293435,20,20,24.60327595,30
AL357568.1,12,15,22,11,2,8.175983183
AL357568.2,58.04309313,40,53.24431686,52,55,39.10542459
RXRG,117.6113098,194.2812627,484.442087,300.6087962,691.5350677,307.9007221
AL356441.1,15.48216303,11.38359551,14.35834293,15,48.83010891,44.70757679
MGST3,6491.397985,10758.20573,12677.00708,10113.84969,16215.96365,9153.171169
ALDH9A1,1220.183167,2036.145745,2896.617646,2353.139868,3920.717133,2426.615429
AL451074.5,2,0,0,0,5,4
TMCO1,3674.942379,5225.059651,7631.983392,5419.727026,12782.09675,8016.568066
TMCO1-AS1,7,23,45.65546744,23,49,51
UCK2,212.5650012,376.8468301,1298.573435,388.8631672,782.4803988,457.4203388
AL358115.1,69.98946415,32.28159104,54.22099611,22.83174377,29.34338106,78.86599853
FAM78B,48,39.75435147,291.1300428,45.42290988,63.50547427,49.39028872
POGK,543.2804135,633.8046306,1076.848568,786.8126101,1272.401877,1113.323229
TADA1,82.03829765,233.4202894,588.2893467,175.6210771,319.9651892,272.4793398
ILDR2,63.92650352,108.2458984,110.1817569,73.30010872,215.3568409,145.1792678
MAEL,10,13.85388347,29,3,14,5
AL451050.2,5,16,21,15,39,9.331541842
POU2F1,392.5832896,567.3190511,2644.905682,542.2394996,974.4784357,745.8499052
AL136984.1,11,7,16,8,8,16
CREG1,707.2546635,1074.989695,1447.985921,1163.279891,2217.064295,1528.468647
RCSD1,50.76075318,52.03584146,86.89692984,43.83240777,76.53824574,56.71228337
MPZL1,611.8486859,896.5077333,1582.277361,879.1498306,2430.395675,1724.439209
ADCY10,9,7,99,6,7,6
MPC2,5539.389578,8541.40515,14280.33118,11855.87388,12366.6734,7515.033829
DCAF6,546.5776567,787.0160377,3477.593451,796.2199243,2064.396214,1458.918646
GPR161,72.58774536,52.402175,103.7319194,73,124.6985983,105.886049
TIPRL,1009.855032,1744.171146,2915.707437,2172.272613,4018.327534,2740.828893
SFT2D2,953.545626,1189.056326,1578.472846,1119.376263,2816.536672,1874.484618
TBX19,54,62.59607762,181.8775638,76.91559218,118,75.44418394
