	donor1_H1	donor1_H2	donor1_H3	donor2_H1	donor2_H2	donor2_H3	donor3_H1	donor3_H2	donor3_H3	donor4_H1	donor4_H2	donor4_H3	donor5_H1	donor5_H2	donor5_H3	donor6_H1	donor6_H2	donor6_H3	donor1_L1	donor1_L2	donor1_L3	donor2_L1	donor2_L2	donor2_L3	donor3_L1	donor3_L2	donor3_L3	donor4_L1	donor4_L2	donor4_L3	donor5_L1	donor5_L2	donor5_L3	donor6_L1	donor6_L2	donor6_L3	FC	Log2FC	pval	adj pval
PLD3	46980.7	55177.65861	50578.64291	251732.5326	247585.4574	239763.4668	225713.1749	230991.0803	234325.775	12149.72392	15652.22318	15291.12041	82049.47123	86984.30882	82724.20768	88080.20648	92296.97703	88914.72375	72937.52754	55779.81602	56044.56486	125151.8572	125575.8988	120092.1912	112243.087	113900.0448	108393.8408	14986.72333	16303.37213	13335.95969	88228.48966	92471.45703	90786.98077	95306.26478	102138.1333	98862.10624	1.428909619	0.514914666	0.025755104	0.147555846
INS2	121516	130346.5318	126601.2229	588304.3799	733142.8645	641199.8933	843034.7648	840731.7457	841611.2743	306182.1301	285667.367	332945.9823	442888.8834	401332.0933	284190.9083	312930.8687	274428.8639	298126.1662	58614.05355	49016.30408	61374.22761	493502.1164	521509.3999	504838.6776	553992.116	528334.4967	479809.7089	169392.2841	178405.5848	174802.3856	487055.5417	490870.9174	457986.6668	363057.4032	362844.5345	332063.8491	1.24534806	0.316549015	0.025875505	0.148089603
MRPL30	1178.07	1901.043246	1217.95868	1503.120195	2423.189875	833.7718169	1659.913921	1746.517367	435.4332962	0	1652.32498	0	1018.958843	1913.388255	2615.548326	686.9496617	1336.446565	2093.018619	5412.016783	4444.801923	4754.690013	3014.857062	1987.800805	632.3740653	968.7420576	439.5110843	2233.880591	233.7425889	0	1720.748909	1581.641064	3112.674115	1341.18456	3862.076117	3059.287985	3296.166508	0.575245647	-0.797749933	0.025914757	0.148158292
C5	37094.2	36875.63442	35883.09205	17926.69375	17787.0736	18402.22383	15810.69354	14379.89125	18369.1703	151419.0964	144575.7367	148401.7155	43653.15059	38291.66552	36056.42192	24739.40912	23443.42751	25891.58137	28869.03476	25768.2815	26304.09884	29080.68227	28044.40155	27226.47044	41321.69192	41897.02992	42040.78416	174322.6884	194394.9505	195794.8745	47244.89036	54155.65886	52834.84304	13370.32637	15496.6779	12647.13806	0.807945511	-0.307670096	0.02595012	0.148204626
TCERG1	10550	14830.39036	14799.60962	12130.06794	14749.82121	13009.62908	12359.52677	11273.53671	12512.02927	11329.73604	9209.562698	7214.515296	17050.63798	16427.73832	14538.18739	13198.51098	13871.92751	12287.4103	13923.92007	15314.53067	14658.15987	11918.61079	11906.36501	12072.20259	8397.218735	11003.098	11392.36357	11009.99081	10478.4483	7277.792813	12652.17471	11105.9481	12470.39125	11227.39745	11370.78683	11312.19566	1.104306057	0.143140069	0.026066646	0.148713909
ANXA1	22984.9	20317.5511	21553.80838	5649.317987	8495.63346	4034.891347	13388.12328	13940.16508	2675.486155	78747.68115	88841.26078	73853.69378	28439.68603	26299.49254	27351.26491	85472.44042	83509.60176	80525.74383	23883.65839	22802.15564	18648.37751	24008.04302	21910.43543	21736.65317	22077.17976	21342.21874	20580.70216	83114.27016	77264.90585	67675.44041	32668.31778	25911.50769	29069.18635	85406.17443	84263.75036	90121.92886	0.888147764	-0.171128372	0.02607022	0.148578393
KRT80	4245.63	3892.208157	4128.884636	0	0	0	0	0	0	0	0	0	1769.691464	6768.257264	7159.966638	6498.963305	4394.068069	3858.866486	8573.685226	9997.786255	7871.705997	2231.54298	2554.327176	2573.849998	1029.624475	0	0	0	0	0	4961.850793	5280.323196	5352.981775	4639.382937	4106.189717	7027.32038	0.64525933	-0.632048998	0.026179354	0.149044133
CRK	28194	26275.21152	24710.22465	26336.7007	23055.85943	26651.55222	27917.36369	23583.28676	23248.1909	18566.50985	15777.28481	15194.79951	26261.4252	25745.59757	24932.81841	24343.90851	21226.63713	26659.29007	23246.05801	25471.52306	29612.23575	22067.39391	21232.06217	23793.25842	21573.64595	17965.58039	19916.35715	18878.98105	15249.75416	14452.09686	26814.88046	27640.01555	23496.47635	21275.55947	22891.18786	23072.65216	1.075331653	0.104781683	0.026182892	0.148908353
PKN3	5471.74	5561.782889	3945.377998	5878.138527	4910.844214	5069.636093	5208.983941	0	6013.83523	30107.85841	31008.4614	31385.50735	6911.559472	7279.891444	5027.909635	2261.153124	4298.715542	4808.924756	6517.943806	4974.92806	4106.18044	5136.637942	4779.429611	4339.806061	5223.674537	7354.384344	5454.374193	39195.41456	46743.7579	41147.65821	6648.181921	9258.41244	6915.321157	6192.768872	4573.422402	5100.237264	0.772949366	-0.371554185	0.02619933	0.148846144
ATAD1	7589.44	4609.134269	5100.763987	5666.267657	4207.606051	6224.108705	2322.194541	4552.54853	5810.241701	0	7011.950005	0	0	3675.014355	8123.687872	5155.371595	6550.675295	2540.627291	4285.46581	0	4676.890179	0	0	0	4802.292175	0	0	0	0	0	3964.205698	4442.253705	3654.938011	6028.929236	5625.665963	5675.863661	1.833782251	0.874822339	0.026275782	0.149124664
VPS26B	8672.49	10577.67585	12648.63656	20145.11994	16211.06974	18586.05705	21516.27921	17078.47061	22485.87618	13398.72279	11624.59953	10837.70055	22090.43226	20188.2545	22309.62192	23031.67133	23528.49765	18997.20152	18086.47388	15092.04599	18465.83929	32484.67532	26210.31449	33113.0278	31472.46458	25644.26055	31413.99705	0	11377.42022	20383.7083	20668.46024	26305.89579	17928.86881	17122.18679	21713.19098	22266.61691	0.805462021	-0.31211153	0.026306512	0.149143386
RAB22A	4372.52	2991.188458	3981.877098	3517.240689	2941.186792	5789.985695	2830.506192	5215.348877	4871.005294	0	0	0	0	4202.497707	0	0	0	2885.0356	4061.659421	4803.391584	9536.817449	3421.979605	4717.582881	4995.201976	3774.040572	2210.265288	5357.209499	0	0	0	3543.77629	3879.492217	2866.817532	5548.982763	5094.170109	4096.511597	0.642022404	-0.639304453	0.026421497	0.149639247
AP1M11	4399.68	2948.422025	3386.91624	6052.94351	6693.523427	5934.793254	3853.551069	4560.581989	4498.402188	0	0	1456.249368	5677.562966	10476.43483	6416.979445	4829.77096	5517.004442	5888.162925	7332.865205	6461.311991	11807.38893	4839.356636	6687.939161	5379.958495	5211.271193	6389.772335	6491.98555	0	7303.528622	4703.89995	5444.018102	8088.335116	5016.844772	7538.064485	6645.772566	6411.392221	0.739044655	-0.436266556	0.026471692	0.149767523
KHDRBS1	59159.7	59280.69553	61032.81769	69500.89986	84074.9999	81417.02398	60008.52154	65987.95045	64909.69939	36880.48011	28471.29947	25992.42559	79526.1709	83605.53851	68085.36457	49548.18947	52616.98923	64911.66723	67494.15336	82860.11764	75434.88657	75370.91783	86959.77859	79369.75744	81654.20884	69929.29969	79287.94247	36293.86757	26360.85241	35160.64577	66596.58639	72560.19297	55101.06039	82616.40615	83304.58574	82552.94124	0.883851146	-0.178124677	0.02649693	0.149754477
LIG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776.0161286	4133.510364	0	0	0	3627.756694	4386.271528	0	0	2491.295768	0	0	0	0	4812.539414	5169.423772	2447.96875	0	0	3093.128196	0.188622024	-2.406429957	0.026516701	0.149710598
DYNLRB1	66136.7	78272.4183	72297.17826	142868.9037	137595.2106	142722.5786	149985.533	148021.335	153905.4708	33017.16894	33622.8368	31221.0332	106494.0324	132618.6897	116340.7182	111871.6831	113024.9235	91605.88237	78682.00015	66378.74848	72974.70209	138072.5602	125855.2355	118218.2938	114717.129	114040.3064	114673.5792	30294.4509	32138.01449	27924.31308	108976.9863	123193.4535	107199.3802	106665.2933	107779.1906	111842.7393	1.095312665	0.131342757	0.026565041	0.149827936
HIST2H2AA4; H2AFX; HIST1H2AM; HIST1H2AL; HIST1H2AH; H2AFJ; HIST1H2AC; HIST1H2AK; HIST1H2AJ; HIST1H2AE; HIST1H2AD; HIST1H2AG; HIST2H2AA3; HIST2H2AB; HIST2H2AC; HIST3H2A; HIST1H2AB	1982500	1839320.935	2014125.982	1709026.44	1582743.266	1736664.924	1400486.91	1449576.503	1577021.375	2493590.206	1877651.837	2378868.517	1237213.069	1398306.688	1867340.789	1633851.088	1859506.378	1835751.569	1460591.533	1397412.497	1301100.746	4928124.997	4959641.089	5022413.063	5395079.257	5760752.602	5182219.034	1077378.626	2288413.722	865177.7139	2494397.84	2525161.374	2817656.974	1520003.089	1631934.105	1603257.169	0.610245259	-0.712538913	0.026577016	0.14974014
CETN3	0	0	0	2571.594208	3230.819476	3597.840836	2652.075719	3116.593482	2298.743524	0	0	0	0	0	0	0	0	0	0	0	0	0	1823.272572	3339.517143	0	0	1208.852105	0	0	0	0	0	0	0	0	0	2.741470368	1.45494988	0.026676778	0.150146628
RAB3C; RAB3B	71483.3	64088.39879	68966.41448	138005.0854	144800.1305	135768.0354	157220.9643	119721.3909	171152.7267	26679.174	25571.04424	29452.15854	121821.0098	137008.8773	114653.745	174888.4661	154012.8779	123783.6546	42248.5275	42417.0471	47545.42622	225206.1902	205718.6263	217379.9087	199937.9344	213184.8214	187116.3739	15970.04251	18163.06621	25925.85777	99332.81068	171995.0584	145737.4668	176002.4367	178854.535	183844.7047	0.825792072	-0.276149526	0.026735214	0.150319914
DPYSL4	38729.1	40318.80981	0	142411.7693	150522.8425	147272.883	137793.6998	140531.8202	0	79779.96225	73974.47301	72688.06873	0	113034.6643	0	112052.5136	115317.0617	112437.2928	29956.20354	46047.9343	34034.6495	0	142050.0369	0	0	0	0	77684.81473	0	57658.10336	0	0	112318.4927	108988.0007	105021.1087	0	2.069135728	1.049028284	0.02675399	0.150270085
SEC16A2	23944.9	25496.88805	21983.39434	32969.64072	33563.78695	34017.90488	36428.75366	35987.15284	39208.86867	20392.65698	13373.73499	20649.90341	29158.74703	31727.97161	32743.32736	25017.63428	25330.08236	24743.33941	20285.08814	20391.84881	24389.26148	34320.86446	33831.2721	34911.01068	32324.79412	36378.81136	32644.29798	17952.68236	13323.75009	13032.8697	28394.35473	27491.98925	25875.98895	26436.39591	24783.82901	26461.82932	1.070806337	0.098697581	0.026832468	0.150555346
UBXN4	10901	10726.56567	9556.638545	11041.28195	9752.140454	10483.67997	10737.86758	10001.82761	12514.4373	0	0	0	13387.37895	4703.514373	10395.08949	9061.627482	8622.487145	8772.887842	7459.497383	8002.930016	13769.84495	6594.001434	6607.559726	8408.905839	10538.13758	7381.703006	11394.87795	0	0	0	8113.666571	7994.759477	6659.011486	6732.296307	6358.38862	9004.663045	1.205072237	0.26911963	0.026903923	0.150800646
GRN	7448.42	9939.084297	10851.85594	39947.90723	38010.758	33133.43083	39405.11314	39808.70233	40564.3624	0	0	0	11321.97228	11654.37304	9159.441508	8924.524129	9802.95418	8846.798285	16140.96663	15267.29615	16340.57277	4729.809334	9064.545331	9920.286076	12170.85065	8108.808817	7202.966988	0	0	0	9408.400046	9293.018165	10020.64185	10642.65852	9774.987993	9584.16132	2.022069873	1.015832851	0.026906486	0.150659695
F13A1	0	0	0	0	0	0	0	7169.787698	0	0	0	0	13040.58297	0	29892.14461	0	0	0	0	0	0	16977.68381	15104.60269	13152.17395	19094.63381	22399.4682	14797.17273	4420.290212	0	3991.630586	24998.82198	12558.80274	7053.358088	0	0	0	0.324186066	-1.62510601	0.026910771	0.150528667
FUBP3; FUBP1	10072.1	8069.621053	8275.979555	22942.50632	18372.31412	13703.81558	12806.97655	14012.61477	7974.616935	6241.582334	3296.626323	5863.294805	12568.52765	7870.385993	3097.111977	13106.9325	15732.79713	9238.076893	4099.130947	5586.149471	4768.771533	7328.047494	6018.910781	5215.008699	5350.745308	8198.522352	1627.115064	2713.623047	4508.484865	6145.019577	3561.183164	2695.501467	0	20305.56733	19620.41934	19245.2682	1.521771263	0.605751524	0.026916318	0.150404955
DDX411	0	0	5693.447332	6827.101248	0	7235.73311	0	0	2125.777892	0	0	0	7203.223788	7004.01232	3552.615591	5555.133883	0	2081.598336	0	9608.252935	9249.51815	6676.258005	6823.456756	6783.865529	6063.965219	5591.133062	5758.134114	0	0	0	6423.883096	6685.736191	0	6232.845369	0	6355.324853	0.574799749	-0.798868664	0.026950152	0.150439404
ACSL42	10458.8	9381.751915	12147.09298	9634.390285	7824.181709	8552.27862	8439.253146	6574.580394	7833.735487	0	0	0	0	0	13020.74507	6728.036412	11833.30887	8725.449744	12925.76583	9041.887488	12142.42027	5604.763296	9305.638762	8312.067367	14142.0215	14781.10056	10383.73326	7681.32622	0	15535.13529	5578.90842	6766.82113	9843.826285	10827.27302	8432.737938	10172.38737	0.706526412	-0.501184602	0.026971923	0.15040651
LANCL1	23247.5	23213.61551	23138.83923	34661.729	32023.33293	38509.42872	38404.21754	33613.56859	33613.85933	23859.12022	26604.78917	24964.70648	25291.40641	23736.86097	29367.60951	27665.79638	25500.22264	21743.53318	28324.60743	26108.79639	20338.04659	21110.40948	29998.74925	28121.95041	24103.02252	24705.0467	23808.73893	16614.81268	24861.84454	29125.56133	27778.2198	25133.50654	28654.32581	21965.52856	24673.87547	21789.26349	1.138509775	0.187146678	0.027048822	0.150680787
WWC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9346.673132	8281.400508	9411.240218	32742.88588	31468.01576	0	0	24016.68548	0	0	0	0	0	0	0	0	0	0	0	#NUM!	0.027097969	0.150800059
DHX8; DHX16; DHX15	0	0	0	0	0	0	0	0	0	0	0	0	16067.226	0	0	0	0	14801.47954	9673.936448	10992.44874	12352.28255	7539.431957	12184.91649	0	0	0	0	0	0	0	0	0	13721.3249	15001.24976	17267.43507	16390.88089	0.268134625	-1.898970566	0.027315115	0.151853048
FAP	7432.1	6966.398747	7979.461179	10227.2948	12323.74797	12041.70972	11049.2853	10402.12927	10858.57002	8054.089943	7747.058473	5152.937061	13259.92402	10107.77362	9070.372655	10262.8284	12587.20993	15194.44012	9168.835112	6921.237086	6231.492307	20304.57546	19480.65431	20411.43645	20404.66112	19966.14366	17720.6406	7157.14383	7353.091096	10321.05749	9387.478621	9565.878243	10346.28238	12858.32084	10518.08261	11636.81309	0.786569415	-0.346354005	0.027331012	0.151786225
LONP1	20877.3	18769.37277	21293.26881	23100.02771	24199.47546	23301.86894	19559.58784	20643.24653	19928.42956	6251.409936	12638.30696	15691.33197	18514.3388	15700.59285	17944.85219	22349.8029	24105.07239	21233.26293	21805.97803	22452.44069	20624.32549	15812.34471	16094.17281	15797.70248	17736.34059	15944.40944	18517.59224	7963.033439	4986.380567	7744.965925	16538.18944	18238.09606	18625.40549	22809.12067	22376.99652	21602.94271	1.13227027	0.179218367	0.027443641	0.152256202
NPY	48146.8	51389.53546	32069.24039	136176.5477	107416.5317	122407.5672	156084.3113	176829.7982	144271.042	121029.2581	54405.86885	67520.59468	89632.10673	129400.3937	103938.7037	206041.0127	197214.7693	185613.8809	74643.8644	95637.78438	92318.42554	54631.54472	41961.65471	51281.47253	45461.95697	47340.8019	62994.38098	96973.01121	90659.98942	60618.55024	78334.97796	88028.47104	105242.7463	177510.91	177111.1856	144858.5251	1.343071514	0.425536125	0.027558741	0.152738912
MLXIPL	44645	37329.29538	0	13877.54203	19240.44791	13998.75552	16419.88457	17527.56724	18679.57733	0	16726.73406	21787.36081	13753.05715	11556.89898	0	22087.86305	16863.96575	19042.30414	0	0	0	11155.93999	9697.125311	16263.8916	10966.02535	12141.91503	0	17554.91975	0	0	13060.13213	15005.47356	4696.056776	13796.17918	14543.8547	11574.56355	2.017440971	1.012526462	0.027785107	0.153836686
SH3BGRL	39859.7	46177.30883	39818.67281	95919.70052	106569.9363	101624.6168	92402.44343	105872.6449	104168.4488	69097.23128	68881.83902	67801.29368	76925.14611	76571.76631	71346.77669	78456.21731	74657.12935	76381.44526	45423.37954	37385.05615	47062.09673	100688.4411	98967.78179	98417.2953	93142.82032	76993.09419	81004.7228	66693.9932	60403.9269	53742.20587	68884.77653	68599.15552	79145.26928	69426.71225	73789.25148	72889.93051	1.077261163	0.107368048	0.027787938	0.153695846
RRM2B	12237.7	18243.43329	12795.30051	33840.84452	33880.84048	29856.81981	35641.79606	31666.79755	40912.60996	0	0	0	28197.73023	27597.27429	23230.528	26409.60608	26229.39524	24471.00958	15821.21111	22936.00548	14768.36307	30460.82	26832.59603	23839.85504	23430.39236	22089.05829	24306.9157	0	0	0	25285.89545	26901.87166	23953.61435	20175.32405	25059.84142	22562.14177	1.16298474	0.217832167	0.027881512	0.154056688
NAA50	13462.9	10332.38186	9971.774089	13940.18211	14503.98313	12974.70653	10399.90506	13045.97141	12629.67893	4549.941466	0	0	14407.67712	13337.42514	13796.91947	11987.58118	9820.676244	8153.771375	15197.32256	17621.95377	14789.11121	17105.77163	15146.67148	15642.52905	15506.83116	16212.52506	17195.13353	0	0	7417.445901	9869.915484	12842.09266	8470.225539	15648.30263	15807.83675	12703.50491	0.824534756	-0.278347788	0.02810634	0.155141289
ACADVL	83519.5	80718.66216	83462.29034	115724.0999	113075.9025	118003.6379	103878.0594	102257.817	103620.2197	49099.12487	46906.23031	40751.11534	69545.16505	73178.34736	69439.94469	88522.34232	87467.21248	84808.02856	84335.21038	89678.94221	90184.65569	72331.63025	72468.25839	71426.03745	66868.82598	65650.5629	67515.25041	37770.38964	39845.19944	38203.68191	71599.68909	77742.89204	79572.31322	91780.19497	90729.8354	90656.71871	1.166069013	0.221653176	0.028153088	0.155241722
EIF2S3	41953	39749.14872	39903.39235	29016.52177	30018.99416	31480.54544	25332.82324	23944.621	26427.48361	7375.347252	14402.64329	8311.489489	40304.6317	37348.42501	37730.37035	30802.83531	30153.82331	29535.25158	43066.85438	50519.61839	53913.17594	32048.6341	33574.59639	32342.17706	38231.12753	36788.80707	33661.7505	4605.021983	4359.635146	16939.62563	32903.45055	39443.41338	28206.76793	40476.62111	41647.77865	41509.31812	0.866862103	-0.206125581	0.028191182	0.15529428
FKBP9	19515.4	19247.25786	23508.54233	13906.21369	17022.46276	14837.58823	15211.34664	15000.05598	11164.14952	31726.22195	41519.51147	41490.4049	19779.22748	17023.70683	18688.20407	22551.04291	23700.01173	22810.78326	11751.94274	13716.85952	16193.29503	14010.97556	15563.32078	12667.81438	15797.3102	14806.67135	14399.89945	32818.54174	30276.77473	30770.09642	15615.59399	15566.19511	17239.82961	23443.57623	23325.73543	26093.57303	1.129757557	0.176013208	0.028195211	0.155159272
TPM12	58949.1	54293.08375	58520.48587	41638.4986	46419.85599	41942.67256	41255.12168	38861.14272	39407.01545	82404.22978	78930.38562	77259.04629	36545.53447	36759.83589	38776.1062	41131.74615	42001.29292	36965.61338	51222.02515	43882.88794	50251.86724	37752.66827	40137.88853	35308.19668	31647.63558	33636.69532	36801.45573	45591.45667	54574.21144	52690.92649	38053.97776	41979.84149	39691.553	47523.63641	43140.69623	47579.71764	1.156316961	0.209536913	0.028302304	0.155591127
SPCS2	59721.7	56647.74857	70232.5936	28573.78074	23563.86303	27712.2526	31845.28368	27448.4889	29985.64031	18479.55046	25655.6854	20105.74364	21761.64024	23548.52126	26419.31379	37931.78667	38733.33154	43128.38804	48385.81051	48108.41399	57265.75694	17582.73764	14993.76545	15337.75596	15568.79266	18282.67971	14519.27821	14648.82412	20817.86199	17682.45617	28340.65157	33698.94665	28689.00165	43340.15832	44366.73732	45471.68303	1.160109639	0.214261157	0.028329504	0.155583344
TCOF1	15494.9	13083.79076	13519.49056	13320.57496	12919.64186	13364.27159	14166.26695	13373.59483	14016.47709	12091.43901	11914.97052	8548.337603	15064.16334	14543.57025	17517.95105	12913.62365	12859.7514	11961.83581	12046.29765	15539.70806	14271.54163	16352.05454	18570.9588	16669.10381	18103.1394	17411.54672	18706.93658	13151.42703	9542.92086	10699.17132	13204.1354	12494.04777	16218.6104	15117.18763	16067.18953	13743.02941	0.898344757	-0.154658883	0.028443093	0.156049541
FMR1; FXR1; FXR2	42853.2	57657.97382	56732.34409	103984.6113	103215.0514	102333.2103	107876.1474	97374.66254	110654.8893	19406.91872	21502.56828	17017.34375	62594.75433	56076.441	59971.22128	62361.88047	60556.62208	68811.59746	32606.74643	39984.63765	39330.52567	89356.45671	85367.22248	84766.04705	70674.87447	73865.2585	87271.12402	17611.77779	23327.51772	22259.3042	51812.251	56081.67462	59810.83131	75353.52863	77493.27779	77581.21398	1.137547865	0.185927252	0.02853201	0.156379573
