Protein	Donor	Type	Replicate	Value
CRYAA	3	H	3	10788.71411
CRYAA	4	H	1	5025.197491
CRYAA	4	H	2	0
CRYAA	4	H	3	5561.047999
CRYAA	5	H	1	22198.3463
CRYAA	5	H	2	6842.139297
CRYAA	5	H	3	18438.02355
CRYAA	6	H	1	13611.3544
CRYAA	6	H	2	13539.57276
CRYAA	6	H	3	16777.20992
CRYAA	1	L	1	38144.97955
CRYAA	1	L	2	41964.4484
CRYAA	1	L	3	40940.49017
CRYAA	2	L	1	17487.66099
CRYAA	2	L	2	17309.00728
CRYAA	2	L	3	17732.3539
CRYAA	3	L	1	13703.09994
CRYAA	3	L	2	17612.12093
CRYAA	3	L	3	13830.22661
CRYAA	4	L	1	19835.90186
CRYAA	4	L	2	11325.79426
CRYAA	4	L	3	10395.60849
CRYAA	5	L	1	21646.62498
CRYAA	5	L	2	17850.29852
CRYAA	5	L	3	16646.4874
CRYAA	6	L	1	19772.95773
CRYAA	6	L	2	20227.90459
CRYAA	6	L	3	18348.31868
RPS17L	1	H	1	29263.4
RPS17L	1	H	2	33886.8093
RPS17L	1	H	3	26805.43793
RPS17L	2	H	1	23102.90639
RPS17L	2	H	2	32980.86238
RPS17L	2	H	3	24232.90639
RPS17L	3	H	1	23491.28523
RPS17L	3	H	2	26703.07991
RPS17L	3	H	3	21477.13933
RPS17L	4	H	1	7310.510605
RPS17L	4	H	2	6434.913221
RPS17L	4	H	3	9366.407702
RPS17L	5	H	1	15785.96886
RPS17L	5	H	2	23472.08397
RPS17L	5	H	3	14528.39274
RPS17L	6	H	1	22585.83428
RPS17L	6	H	2	23129.14356
RPS17L	6	H	3	24890.64606
RPS17L	1	L	1	44366.21945
RPS17L	1	L	2	43807.26783
RPS17L	1	L	3	45065.28724
RPS17L	2	L	1	52697.22652
RPS17L	2	L	2	48898.06897
RPS17L	2	L	3	50562.79217
RPS17L	3	L	1	52020.59804
RPS17L	3	L	2	47289.66033
RPS17L	3	L	3	43591.83353
RPS17L	4	L	1	7966.997257
RPS17L	4	L	2	11512.35875
RPS17L	4	L	3	10427.13111
RPS17L	5	L	1	21361.31397
RPS17L	5	L	2	28851.32055
RPS17L	5	L	3	19826.35594
RPS17L	6	L	1	33004.50029
RPS17L	6	L	2	32243.79518
RPS17L	6	L	3	30813.30732
RPS17	1	H	1	29263.4
RPS17	1	H	2	33886.8093
RPS17	1	H	3	26805.43793
RPS17	2	H	1	23102.90639
RPS17	2	H	2	32980.86238
RPS17	2	H	3	24232.90639
RPS17	3	H	1	23491.28523
RPS17	3	H	2	26703.07991
RPS17	3	H	3	21477.13933
RPS17	4	H	1	7310.510605
RPS17	4	H	2	6434.913221
RPS17	4	H	3	9366.407702
RPS17	5	H	1	15785.96886
RPS17	5	H	2	23472.08397
RPS17	5	H	3	14528.39274
RPS17	6	H	1	22585.83428
RPS17	6	H	2	23129.14356
RPS17	6	H	3	24890.64606
RPS17	1	L	1	44366.21945
RPS17	1	L	2	43807.26783
RPS17	1	L	3	45065.28724
RPS17	2	L	1	52697.22652
RPS17	2	L	2	48898.06897
RPS17	2	L	3	50562.79217
RPS17	3	L	1	52020.59804
RPS17	3	L	2	47289.66033
RPS17	3	L	3	43591.83353
RPS17	4	L	1	7966.997257
RPS17	4	L	2	11512.35875
RPS17	4	L	3	10427.13111
RPS17	5	L	1	21361.31397
RPS17	5	L	2	28851.32055
RPS17	5	L	3	19826.35594
RPS17	6	L	1	33004.50029
RPS17	6	L	2	32243.79518
RPS17	6	L	3	30813.30732
HIST1H2BE	1	H	1	512987
HIST1H2BE	1	H	2	508931.3762
HIST1H2BE	1	H	3	490608.5757
HIST1H2BE	2	H	1	1001416.882
HIST1H2BE	2	H	2	1011636.988
HIST1H2BE	2	H	3	977468.3082
HIST1H2BE	3	H	1	795723.4464
HIST1H2BE	3	H	2	850657.5812
HIST1H2BE	3	H	3	814286.9701
HIST1H2BE	4	H	1	341355.5855
HIST1H2BE	4	H	2	249426.2682
HIST1H2BE	4	H	3	326240.8393
HIST1H2BE	5	H	1	691850.8565
HIST1H2BE	5	H	2	664136.4762
HIST1H2BE	5	H	3	738420.1747
HIST1H2BE	6	H	1	779007.1873
HIST1H2BE	6	H	2	912037.4651
HIST1H2BE	6	H	3	943661.412
HIST1H2BE	1	L	1	781113.8546
HIST1H2BE	1	L	2	747170.4359
HIST1H2BE	1	L	3	753835.2644
HIST1H2BE	2	L	1	1556453.492
HIST1H2BE	2	L	2	1585982.161
HIST1H2BE	2	L	3	1588710.556
HIST1H2BE	3	L	1	1002291.834
HIST1H2BE	3	L	2	940913.1787
HIST1H2BE	3	L	3	984276.8173
HIST1H2BE	4	L	1	374808.1976
HIST1H2BE	4	L	2	281113.4365
HIST1H2BE	4	L	3	322384.9888
HIST1H2BE	5	L	1	844056.1243
HIST1H2BE	5	L	2	881780.6652
HIST1H2BE	5	L	3	905787.1744
HIST1H2BE	6	L	1	1198590.44
HIST1H2BE	6	L	2	1193345.231
HIST1H2BE	6	L	3	1202432.181
HIST1H2BF	1	H	1	512987
HIST1H2BF	1	H	2	508931.3762
HIST1H2BF	1	H	3	490608.5757
HIST1H2BF	2	H	1	1001416.882
HIST1H2BF	2	H	2	1011636.988
HIST1H2BF	2	H	3	977468.3082
HIST1H2BF	3	H	1	795723.4464
HIST1H2BF	3	H	2	850657.5812
HIST1H2BF	3	H	3	814286.9701
HIST1H2BF	4	H	1	341355.5855
HIST1H2BF	4	H	2	249426.2682
HIST1H2BF	4	H	3	326240.8393
HIST1H2BF	5	H	1	691850.8565
HIST1H2BF	5	H	2	664136.4762
HIST1H2BF	5	H	3	738420.1747
HIST1H2BF	6	H	1	779007.1873
HIST1H2BF	6	H	2	912037.4651
HIST1H2BF	6	H	3	943661.412
HIST1H2BF	1	L	1	781113.8546
HIST1H2BF	1	L	2	747170.4359
HIST1H2BF	1	L	3	753835.2644
HIST1H2BF	2	L	1	1556453.492
HIST1H2BF	2	L	2	1585982.161
HIST1H2BF	2	L	3	1588710.556
HIST1H2BF	3	L	1	1002291.834
HIST1H2BF	3	L	2	940913.1787
HIST1H2BF	3	L	3	984276.8173
HIST1H2BF	4	L	1	374808.1976
HIST1H2BF	4	L	2	281113.4365
HIST1H2BF	4	L	3	322384.9888
HIST1H2BF	5	L	1	844056.1243
HIST1H2BF	5	L	2	881780.6652
HIST1H2BF	5	L	3	905787.1744
HIST1H2BF	6	L	1	1198590.44
HIST1H2BF	6	L	2	1193345.231
HIST1H2BF	6	L	3	1202432.181
HIST1H2BG	1	H	1	512987
HIST1H2BG	1	H	2	508931.3762
HIST1H2BG	1	H	3	490608.5757
HIST1H2BG	2	H	1	1001416.882
HIST1H2BG	2	H	2	1011636.988
HIST1H2BG	2	H	3	977468.3082
HIST1H2BG	3	H	1	795723.4464
HIST1H2BG	3	H	2	850657.5812
HIST1H2BG	3	H	3	814286.9701
HIST1H2BG	4	H	1	341355.5855
HIST1H2BG	4	H	2	249426.2682
HIST1H2BG	4	H	3	326240.8393
HIST1H2BG	5	H	1	691850.8565
HIST1H2BG	5	H	2	664136.4762
HIST1H2BG	5	H	3	738420.1747
HIST1H2BG	6	H	1	779007.1873
HIST1H2BG	6	H	2	912037.4651
HIST1H2BG	6	H	3	943661.412
HIST1H2BG	1	L	1	781113.8546
HIST1H2BG	1	L	2	747170.4359
HIST1H2BG	1	L	3	753835.2644
HIST1H2BG	2	L	1	1556453.492
HIST1H2BG	2	L	2	1585982.161
HIST1H2BG	2	L	3	1588710.556
HIST1H2BG	3	L	1	1002291.834
HIST1H2BG	3	L	2	940913.1787
HIST1H2BG	3	L	3	984276.8173
HIST1H2BG	4	L	1	374808.1976
HIST1H2BG	4	L	2	281113.4365
HIST1H2BG	4	L	3	322384.9888
HIST1H2BG	5	L	1	844056.1243
HIST1H2BG	5	L	2	881780.6652
HIST1H2BG	5	L	3	905787.1744
HIST1H2BG	6	L	1	1198590.44
HIST1H2BG	6	L	2	1193345.231
HIST1H2BG	6	L	3	1202432.181
HIST2H2BF	1	H	1	512987
HIST2H2BF	1	H	2	508931.3762
HIST2H2BF	1	H	3	490608.5757
HIST2H2BF	2	H	1	1001416.882
HIST2H2BF	2	H	2	1011636.988
HIST2H2BF	2	H	3	977468.3082
HIST2H2BF	3	H	1	795723.4464
HIST2H2BF	3	H	2	850657.5812
HIST2H2BF	3	H	3	814286.9701
HIST2H2BF	4	H	1	341355.5855
HIST2H2BF	4	H	2	249426.2682
HIST2H2BF	4	H	3	326240.8393
HIST2H2BF	5	H	1	691850.8565
HIST2H2BF	5	H	2	664136.4762
HIST2H2BF	5	H	3	738420.1747
HIST2H2BF	6	H	1	779007.1873
HIST2H2BF	6	H	2	912037.4651
HIST2H2BF	6	H	3	943661.412
HIST2H2BF	1	L	1	781113.8546
HIST2H2BF	1	L	2	747170.4359
HIST2H2BF	1	L	3	753835.2644
HIST2H2BF	2	L	1	1556453.492
HIST2H2BF	2	L	2	1585982.161
HIST2H2BF	2	L	3	1588710.556
HIST2H2BF	3	L	1	1002291.834
HIST2H2BF	3	L	2	940913.1787
HIST2H2BF	3	L	3	984276.8173
HIST2H2BF	4	L	1	374808.1976
HIST2H2BF	4	L	2	281113.4365
HIST2H2BF	4	L	3	322384.9888
HIST2H2BF	5	L	1	844056.1243
HIST2H2BF	5	L	2	881780.6652
HIST2H2BF	5	L	3	905787.1744
HIST2H2BF	6	L	1	1198590.44
HIST2H2BF	6	L	2	1193345.231
HIST2H2BF	6	L	3	1202432.181
HIST1H2BC	1	H	1	512987
HIST1H2BC	1	H	2	508931.3762
HIST1H2BC	1	H	3	490608.5757
HIST1H2BC	2	H	1	1001416.882
HIST1H2BC	2	H	2	1011636.988
HIST1H2BC	2	H	3	977468.3082
HIST1H2BC	3	H	1	795723.4464
HIST1H2BC	3	H	2	850657.5812
HIST1H2BC	3	H	3	814286.9701
HIST1H2BC	4	H	1	341355.5855
HIST1H2BC	4	H	2	249426.2682
HIST1H2BC	4	H	3	326240.8393
HIST1H2BC	5	H	1	691850.8565
HIST1H2BC	5	H	2	664136.4762
HIST1H2BC	5	H	3	738420.1747
HIST1H2BC	6	H	1	779007.1873
HIST1H2BC	6	H	2	912037.4651
HIST1H2BC	6	H	3	943661.412
HIST1H2BC	1	L	1	781113.8546
HIST1H2BC	1	L	2	747170.4359
HIST1H2BC	1	L	3	753835.2644
HIST1H2BC	2	L	1	1556453.492
HIST1H2BC	2	L	2	1585982.161
HIST1H2BC	2	L	3	1588710.556
HIST1H2BC	3	L	1	1002291.834
HIST1H2BC	3	L	2	940913.1787
HIST1H2BC	3	L	3	984276.8173
HIST1H2BC	4	L	1	374808.1976
HIST1H2BC	4	L	2	281113.4365
HIST1H2BC	4	L	3	322384.9888
HIST1H2BC	5	L	1	844056.1243
HIST1H2BC	5	L	2	881780.6652
HIST1H2BC	5	L	3	905787.1744
HIST1H2BC	6	L	1	1198590.44
HIST1H2BC	6	L	2	1193345.231
HIST1H2BC	6	L	3	1202432.181
HIST1H2BI	1	H	1	512987
HIST1H2BI	1	H	2	508931.3762
HIST1H2BI	1	H	3	490608.5757
HIST1H2BI	2	H	1	1001416.882
HIST1H2BI	2	H	2	1011636.988
HIST1H2BI	2	H	3	977468.3082
HIST1H2BI	3	H	1	795723.4464
HIST1H2BI	3	H	2	850657.5812
HIST1H2BI	3	H	3	814286.9701
HIST1H2BI	4	H	1	341355.5855
HIST1H2BI	4	H	2	249426.2682
HIST1H2BI	4	H	3	326240.8393
HIST1H2BI	5	H	1	691850.8565
HIST1H2BI	5	H	2	664136.4762
HIST1H2BI	5	H	3	738420.1747
HIST1H2BI	6	H	1	779007.1873
HIST1H2BI	6	H	2	912037.4651
HIST1H2BI	6	H	3	943661.412
HIST1H2BI	1	L	1	781113.8546
HIST1H2BI	1	L	2	747170.4359
HIST1H2BI	1	L	3	753835.2644
HIST1H2BI	2	L	1	1556453.492
HIST1H2BI	2	L	2	1585982.161
HIST1H2BI	2	L	3	1588710.556
HIST1H2BI	3	L	1	1002291.834
HIST1H2BI	3	L	2	940913.1787
HIST1H2BI	3	L	3	984276.8173
HIST1H2BI	4	L	1	374808.1976
HIST1H2BI	4	L	2	281113.4365
HIST1H2BI	4	L	3	322384.9888
HIST1H2BI	5	L	1	844056.1243
HIST1H2BI	5	L	2	881780.6652
HIST1H2BI	5	L	3	905787.1744
HIST1H2BI	6	L	1	1198590.44
HIST1H2BI	6	L	2	1193345.231
HIST1H2BI	6	L	3	1202432.181
HIST1H2BJ	1	H	1	512987
HIST1H2BJ	1	H	2	508931.3762
HIST1H2BJ	1	H	3	490608.5757
HIST1H2BJ	2	H	1	1001416.882
HIST1H2BJ	2	H	2	1011636.988
HIST1H2BJ	2	H	3	977468.3082
HIST1H2BJ	3	H	1	795723.4464
HIST1H2BJ	3	H	2	850657.5812
HIST1H2BJ	3	H	3	814286.9701
HIST1H2BJ	4	H	1	341355.5855
HIST1H2BJ	4	H	2	249426.2682
HIST1H2BJ	4	H	3	326240.8393
HIST1H2BJ	5	H	1	691850.8565
HIST1H2BJ	5	H	2	664136.4762
HIST1H2BJ	5	H	3	738420.1747
HIST1H2BJ	6	H	1	779007.1873
HIST1H2BJ	6	H	2	912037.4651
HIST1H2BJ	6	H	3	943661.412
HIST1H2BJ	1	L	1	781113.8546
HIST1H2BJ	1	L	2	747170.4359
HIST1H2BJ	1	L	3	753835.2644
HIST1H2BJ	2	L	1	1556453.492
HIST1H2BJ	2	L	2	1585982.161
HIST1H2BJ	2	L	3	1588710.556
HIST1H2BJ	3	L	1	1002291.834
HIST1H2BJ	3	L	2	940913.1787
HIST1H2BJ	3	L	3	984276.8173
HIST1H2BJ	4	L	1	374808.1976
HIST1H2BJ	4	L	2	281113.4365
HIST1H2BJ	4	L	3	322384.9888
HIST1H2BJ	5	L	1	844056.1243
HIST1H2BJ	5	L	2	881780.6652
HIST1H2BJ	5	L	3	905787.1744
HIST1H2BJ	6	L	1	1198590.44
HIST1H2BJ	6	L	2	1193345.231
HIST1H2BJ	6	L	3	1202432.181
CLTC	1	H	1	88373.3
CLTC	1	H	2	89044.77349
CLTC	1	H	3	87667.93303
CLTC	2	H	1	121414.6751
CLTC	2	H	2	122557.7485
CLTC	2	H	3	118907.2445
CLTC	3	H	1	107936.8147
CLTC	3	H	2	111686.3322
CLTC	3	H	3	110565.6774
CLTC	4	H	1	65083.06004
CLTC	4	H	2	59393.47871
CLTC	4	H	3	58206.87913
CLTC	5	H	1	129376.0904
CLTC	5	H	2	137367.9343
CLTC	5	H	3	126080.1493
CLTC	6	H	1	125467.8097
CLTC	6	H	2	130223.8859
CLTC	6	H	3	128431.0456
CLTC	1	L	1	105449.977
CLTC	1	L	2	110039.1517
CLTC	1	L	3	104404.6104
CLTC	2	L	1	129476.0928
CLTC	2	L	2	133342.3583
CLTC	2	L	3	129926.53
CLTC	3	L	1	125525.5998
CLTC	3	L	2	130516.7393
CLTC	3	L	3	121662.4843
CLTC	4	L	1	66908.59169
CLTC	4	L	2	65172.6051
CLTC	4	L	3	65036.83949
CLTC	5	L	1	130083.9878
CLTC	5	L	2	133434.9907
CLTC	5	L	3	132583.5553
CLTC	6	L	1	133531.3853
CLTC	6	L	2	135162.2439
CLTC	6	L	3	133824.741
SORD	1	H	1	26075.6
SORD	1	H	2	22670.44341
SORD	1	H	3	29259.65392
SORD	2	H	1	27003.17276
SORD	2	H	2	25940.14334
SORD	2	H	3	28098.70576
SORD	3	H	1	24855.49768
SORD	3	H	2	20275.74151
SORD	3	H	3	24474.68282
SORD	4	H	1	10534.25335
SORD	4	H	2	10817.91746
SORD	4	H	3	12623.45802
SORD	5	H	1	25798.59143
SORD	5	H	2	28854.4143
SORD	5	H	3	26403.37142
SORD	6	H	1	25065.96149
SORD	6	H	2	24709.01753
SORD	6	H	3	25959.61026
SORD	1	L	1	29075.04948
SORD	1	L	2	28734.07077
SORD	1	L	3	35460.48848
SORD	2	L	1	41450.59629
SORD	2	L	2	38512.01394
SORD	2	L	3	38894.46409
SORD	3	L	1	45095.93129
SORD	3	L	2	36156.11896
SORD	3	L	3	43410.25099
SORD	4	L	1	11772.37589
SORD	4	L	2	12878.59205
SORD	4	L	3	11256.80647
SORD	5	L	1	33636.73716
SORD	5	L	2	35715.45198
SORD	5	L	3	38278.59048
SORD	6	L	1	30731.11457
SORD	6	L	2	31661.03067
SORD	6	L	3	28189.52139
UBA6	1	H	1	13336.3
UBA6	1	H	2	12275.92566
UBA6	1	H	3	14280.29752
UBA6	2	H	1	14193.50598
UBA6	2	H	2	12902.04064
UBA6	2	H	3	13341.45092
UBA6	3	H	1	12484.06639
UBA6	3	H	2	12743.71681
UBA6	3	H	3	12096.12742
UBA6	4	H	1	9636.750789
UBA6	4	H	2	12041.93226
UBA6	4	H	3	9842.591925
UBA6	5	H	1	14676.63887
UBA6	5	H	2	13513.42915
UBA6	5	H	3	13021.68285
UBA6	6	H	1	15347.00988
UBA6	6	H	2	14018.50177
UBA6	6	H	3	15776.81027
UBA6	1	L	1	13097.83814
UBA6	1	L	2	13438.95001
UBA6	1	L	3	17668.90686
UBA6	2	L	1	16590.14186
UBA6	2	L	2	17466.0641
UBA6	2	L	3	17609.3968
UBA6	3	L	1	17281.84583
UBA6	3	L	2	18332.85023
UBA6	3	L	3	17022.95262
UBA6	4	L	1	10751.44918
UBA6	4	L	2	14498.47269
UBA6	4	L	3	14318.83499
UBA6	5	L	1	18043.01839
UBA6	5	L	2	15532.09152
UBA6	5	L	3	15976.50429
UBA6	6	L	1	14450.59827
UBA6	6	L	2	15571.05507
UBA6	6	L	3	15438.42018
H2AFV	1	H	1	2652130
H2AFV	1	H	2	2963714.742
H2AFV	1	H	3	2566884.142
H2AFV	2	H	1	2494549.208
H2AFV	2	H	2	2554272.635
H2AFV	2	H	3	2331212.672
H2AFV	3	H	1	1794835.654
H2AFV	3	H	2	1897016.161
H2AFV	3	H	3	1805578.189
H2AFV	4	H	1	1656916.674
H2AFV	4	H	2	1778077.559
H2AFV	4	H	3	1735046.834
H2AFV	5	H	1	2250013.236
H2AFV	5	H	2	2215568.854
H2AFV	5	H	3	2124054.561
H2AFV	6	H	1	1444306.892
H2AFV	6	H	2	1545497.18
H2AFV	6	H	3	1883511.064
H2AFV	1	L	1	3562436.192
H2AFV	1	L	2	3364073.878
H2AFV	1	L	3	3724528.152
H2AFV	2	L	1	5654472.221
H2AFV	2	L	2	5007543.417
H2AFV	2	L	3	5480286.14
H2AFV	3	L	1	4692760.594
H2AFV	3	L	2	4689552.498
H2AFV	3	L	3	4586429.357
H2AFV	4	L	1	2005058.157
H2AFV	4	L	2	1957497.457
H2AFV	4	L	3	1921366.745
H2AFV	5	L	1	3049748.668
H2AFV	5	L	2	3206050.991
H2AFV	5	L	3	2561565.979
H2AFV	6	L	1	2961465.213
H2AFV	6	L	2	2811693.678
H2AFV	6	L	3	2899042.266
H2AFX	1	H	1	2652130
H2AFX	1	H	2	2963714.742
H2AFX	1	H	3	2566884.142
H2AFX	2	H	1	2494549.208
H2AFX	2	H	2	2554272.635
H2AFX	2	H	3	2331212.672
H2AFX	3	H	1	1794835.654
H2AFX	3	H	2	1897016.161
H2AFX	3	H	3	1805578.189
H2AFX	4	H	1	1656916.674
H2AFX	4	H	2	1778077.559
H2AFX	4	H	3	1735046.834
H2AFX	5	H	1	2250013.236
H2AFX	5	H	2	2215568.854
H2AFX	5	H	3	2124054.561
H2AFX	6	H	1	1444306.892
H2AFX	6	H	2	1545497.18
H2AFX	6	H	3	1883511.064
H2AFX	1	L	1	3562436.192
H2AFX	1	L	2	3364073.878
H2AFX	1	L	3	3724528.152
H2AFX	2	L	1	5654472.221
H2AFX	2	L	2	5007543.417
H2AFX	2	L	3	5480286.14
H2AFX	3	L	1	4692760.594
H2AFX	3	L	2	4689552.498
H2AFX	3	L	3	4586429.357
H2AFX	4	L	1	2005058.157
H2AFX	4	L	2	1957497.457
H2AFX	4	L	3	1921366.745
H2AFX	5	L	1	3049748.668
H2AFX	5	L	2	3206050.991
H2AFX	5	L	3	2561565.979
H2AFX	6	L	1	2961465.213
H2AFX	6	L	2	2811693.678
H2AFX	6	L	3	2899042.266
HIST1H2AM	1	H	1	2652130
HIST1H2AM	1	H	2	2963714.742
HIST1H2AM	1	H	3	2566884.142
HIST1H2AM	2	H	1	2494549.208
HIST1H2AM	2	H	2	2554272.635
HIST1H2AM	2	H	3	2331212.672
HIST1H2AM	3	H	1	1794835.654
HIST1H2AM	3	H	2	1897016.161
HIST1H2AM	3	H	3	1805578.189
HIST1H2AM	4	H	1	1656916.674
HIST1H2AM	4	H	2	1778077.559
HIST1H2AM	4	H	3	1735046.834
HIST1H2AM	5	H	1	2250013.236
HIST1H2AM	5	H	2	2215568.854
HIST1H2AM	5	H	3	2124054.561
HIST1H2AM	6	H	1	1444306.892
HIST1H2AM	6	H	2	1545497.18
HIST1H2AM	6	H	3	1883511.064
HIST1H2AM	1	L	1	3562436.192
HIST1H2AM	1	L	2	3364073.878
HIST1H2AM	1	L	3	3724528.152
HIST1H2AM	2	L	1	5654472.221
HIST1H2AM	2	L	2	5007543.417
HIST1H2AM	2	L	3	5480286.14
HIST1H2AM	3	L	1	4692760.594
HIST1H2AM	3	L	2	4689552.498
HIST1H2AM	3	L	3	4586429.357
HIST1H2AM	4	L	1	2005058.157
HIST1H2AM	4	L	2	1957497.457
HIST1H2AM	4	L	3	1921366.745
HIST1H2AM	5	L	1	3049748.668
HIST1H2AM	5	L	2	3206050.991
HIST1H2AM	5	L	3	2561565.979
HIST1H2AM	6	L	1	2961465.213
HIST1H2AM	6	L	2	2811693.678
HIST1H2AM	6	L	3	2899042.266
HIST1H2AL	1	H	1	2652130
HIST1H2AL	1	H	2	2963714.742
HIST1H2AL	1	H	3	2566884.142
HIST1H2AL	2	H	1	2494549.208
HIST1H2AL	2	H	2	2554272.635
HIST1H2AL	2	H	3	2331212.672
HIST1H2AL	3	H	1	1794835.654
HIST1H2AL	3	H	2	1897016.161
HIST1H2AL	3	H	3	1805578.189
HIST1H2AL	4	H	1	1656916.674
HIST1H2AL	4	H	2	1778077.559
HIST1H2AL	4	H	3	1735046.834
HIST1H2AL	5	H	1	2250013.236
HIST1H2AL	5	H	2	2215568.854
HIST1H2AL	5	H	3	2124054.561
HIST1H2AL	6	H	1	1444306.892
HIST1H2AL	6	H	2	1545497.18
HIST1H2AL	6	H	3	1883511.064
HIST1H2AL	1	L	1	3562436.192
HIST1H2AL	1	L	2	3364073.878
HIST1H2AL	1	L	3	3724528.152
HIST1H2AL	2	L	1	5654472.221
HIST1H2AL	2	L	2	5007543.417
HIST1H2AL	2	L	3	5480286.14
HIST1H2AL	3	L	1	4692760.594
HIST1H2AL	3	L	2	4689552.498
HIST1H2AL	3	L	3	4586429.357
HIST1H2AL	4	L	1	2005058.157
HIST1H2AL	4	L	2	1957497.457
HIST1H2AL	4	L	3	1921366.745
HIST1H2AL	5	L	1	3049748.668
HIST1H2AL	5	L	2	3206050.991
HIST1H2AL	5	L	3	2561565.979
HIST1H2AL	6	L	1	2961465.213
HIST1H2AL	6	L	2	2811693.678
HIST1H2AL	6	L	3	2899042.266
HIST1H2AH	1	H	1	2652130
HIST1H2AH	1	H	2	2963714.742
HIST1H2AH	1	H	3	2566884.142
HIST1H2AH	2	H	1	2494549.208
HIST1H2AH	2	H	2	2554272.635
HIST1H2AH	2	H	3	2331212.672
HIST1H2AH	3	H	1	1794835.654
HIST1H2AH	3	H	2	1897016.161
HIST1H2AH	3	H	3	1805578.189
HIST1H2AH	4	H	1	1656916.674
HIST1H2AH	4	H	2	1778077.559
HIST1H2AH	4	H	3	1735046.834
HIST1H2AH	5	H	1	2250013.236
HIST1H2AH	5	H	2	2215568.854
HIST1H2AH	5	H	3	2124054.561
HIST1H2AH	6	H	1	1444306.892
HIST1H2AH	6	H	2	1545497.18
HIST1H2AH	6	H	3	1883511.064
HIST1H2AH	1	L	1	3562436.192
HIST1H2AH	1	L	2	3364073.878
HIST1H2AH	1	L	3	3724528.152
HIST1H2AH	2	L	1	5654472.221
HIST1H2AH	2	L	2	5007543.417
HIST1H2AH	2	L	3	5480286.14
HIST1H2AH	3	L	1	4692760.594
HIST1H2AH	3	L	2	4689552.498
HIST1H2AH	3	L	3	4586429.357
HIST1H2AH	4	L	1	2005058.157
HIST1H2AH	4	L	2	1957497.457
HIST1H2AH	4	L	3	1921366.745
HIST1H2AH	5	L	1	3049748.668
HIST1H2AH	5	L	2	3206050.991
HIST1H2AH	5	L	3	2561565.979
HIST1H2AH	6	L	1	2961465.213
HIST1H2AH	6	L	2	2811693.678
HIST1H2AH	6	L	3	2899042.266
H2AFJ	1	H	1	2652130
H2AFJ	1	H	2	2963714.742
H2AFJ	1	H	3	2566884.142
H2AFJ	2	H	1	2494549.208
H2AFJ	2	H	2	2554272.635
H2AFJ	2	H	3	2331212.672
H2AFJ	3	H	1	1794835.654
H2AFJ	3	H	2	1897016.161
H2AFJ	3	H	3	1805578.189
H2AFJ	4	H	1	1656916.674
H2AFJ	4	H	2	1778077.559
H2AFJ	4	H	3	1735046.834
H2AFJ	5	H	1	2250013.236
H2AFJ	5	H	2	2215568.854
H2AFJ	5	H	3	2124054.561
H2AFJ	6	H	1	1444306.892
H2AFJ	6	H	2	1545497.18
H2AFJ	6	H	3	1883511.064
H2AFJ	1	L	1	3562436.192
H2AFJ	1	L	2	3364073.878
H2AFJ	1	L	3	3724528.152
H2AFJ	2	L	1	5654472.221
H2AFJ	2	L	2	5007543.417
H2AFJ	2	L	3	5480286.14
H2AFJ	3	L	1	4692760.594
H2AFJ	3	L	2	4689552.498
H2AFJ	3	L	3	4586429.357
H2AFJ	4	L	1	2005058.157
H2AFJ	4	L	2	1957497.457
H2AFJ	4	L	3	1921366.745
H2AFJ	5	L	1	3049748.668
H2AFJ	5	L	2	3206050.991
H2AFJ	5	L	3	2561565.979
H2AFJ	6	L	1	2961465.213
H2AFJ	6	L	2	2811693.678
H2AFJ	6	L	3	2899042.266
HIST1H2AC	1	H	1	2652130
HIST1H2AC	1	H	2	2963714.742
HIST1H2AC	1	H	3	2566884.142
HIST1H2AC	2	H	1	2494549.208
HIST1H2AC	2	H	2	2554272.635
HIST1H2AC	2	H	3	2331212.672
HIST1H2AC	3	H	1	1794835.654
HIST1H2AC	3	H	2	1897016.161
HIST1H2AC	3	H	3	1805578.189
HIST1H2AC	4	H	1	1656916.674
HIST1H2AC	4	H	2	1778077.559
HIST1H2AC	4	H	3	1735046.834
HIST1H2AC	5	H	1	2250013.236
HIST1H2AC	5	H	2	2215568.854
HIST1H2AC	5	H	3	2124054.561
HIST1H2AC	6	H	1	1444306.892
HIST1H2AC	6	H	2	1545497.18
HIST1H2AC	6	H	3	1883511.064
HIST1H2AC	1	L	1	3562436.192
HIST1H2AC	1	L	2	3364073.878
HIST1H2AC	1	L	3	3724528.152
HIST1H2AC	2	L	1	5654472.221
HIST1H2AC	2	L	2	5007543.417
HIST1H2AC	2	L	3	5480286.14
HIST1H2AC	3	L	1	4692760.594
HIST1H2AC	3	L	2	4689552.498
HIST1H2AC	3	L	3	4586429.357
HIST1H2AC	4	L	1	2005058.157
HIST1H2AC	4	L	2	1957497.457
HIST1H2AC	4	L	3	1921366.745
HIST1H2AC	5	L	1	3049748.668
HIST1H2AC	5	L	2	3206050.991
HIST1H2AC	5	L	3	2561565.979
HIST1H2AC	6	L	1	2961465.213
HIST1H2AC	6	L	2	2811693.678
HIST1H2AC	6	L	3	2899042.266
HIST1H2AK	1	H	1	2652130
HIST1H2AK	1	H	2	2963714.742
HIST1H2AK	1	H	3	2566884.142
HIST1H2AK	2	H	1	2494549.208
HIST1H2AK	2	H	2	2554272.635
HIST1H2AK	2	H	3	2331212.672
